'a'ba'la'ti'ya 阿巴拉提亚
'ya'xiu'te'la'cang'qiong 雅修特拉苍穹
'yan'cun 盐村
'yan'dun 盐盾
'yan'guo 岩锅
'yan'hu 盐湖
'yan'hu'dan 盐湖胆
'yan'jiang'shi 岩浆虱
'yan'jiang'shu 岩浆树
'yan'jing 烟晶
'yan'jing'she'yu 眼镜蛇鱼
'yan'jing'yan 眼镜岩
'yan'jing'yuan'shi 烟晶原石
'yan'jiu 盐韭
'yan'kao'gong'zhu'zun 盐烤公主鳟
'yan'kao'li'yu 盐烤鲤鱼
'yan'kao'nuan'shui'zun 盐烤暖水鳟
'yan'kao'qiu'yu'yu 盐烤求雨鱼
'yan'ling'cao'de'qiu'gen 延龄草的球根
'yan'ling'hua 延龄花
'yan'lu 盐卤
'yan'luo 盐螺
'yan'mo'sha 盐磨鲨
'yan'mu'li 岩牡蛎
'yan'rou 烟肉
'yan'sha 盐鲨
'yan'shen 炎神
'yan'shi'nai'lao 岩石奶酪
'yan'shi'yu 岩石鱼
'yan'shu'rou 鼹鼠肉
'yan'shu'rou'gao 鼹鼠肉糕
'yan'shu'zong'ran'ji 鼹鼠棕染剂
'yan'suan 盐酸
'yan'tie 岩铁
'yan'wu'dan'guai 烟雾弹怪
'yan'xia 延夏
'yan'xia'hong'yan'lu 延夏红眼鲈
'yan'xia'li 延夏鲤
'yan'xia'ma'bian'cao 延夏马鞭草
'yan'xia'mian 延夏棉
'yan'xia'qin 延夏芹
'yan'xia'wo'tu 延夏沃土
'yan'yan 岩盐
'yan'yan'miao 岩燕庙
'yan'yan'xian'yu 岩盐咸鱼
'yan'yao 眼药
'yan'yu 焰鱼
'yan'zhi'yong'cang'mang'fei 腌制用苍茫鲱
'yan'zhi'yu 胭脂鱼
'yan'zi'xue'yu 盐渍鳕鱼
'yang'chang 羊肠
'yang'cong'jian'shi 洋葱剑士
'yang'cong'wang'zi 洋葱王子
'yang'cong'xiao'qi'shi 洋葱小骑士
'yang'fan'yu 扬帆鱼
'yang'guang'hu'die'yu 阳光蝴蝶鱼
'yang'hong'xian'ren'zhang 洋红仙人掌
'yang'hou'yao'rou 羊后腰肉
'yang'ji'xiong'pu'rou 秧鸡胸脯肉
'yang'mao'xian 羊毛线
'yang'mao'zhi 羊毛脂
'yang'nai'mai'zhou 羊奶麦粥
'yang'rong'bu 羊绒布
'yang'xiao'ling 阳小灵
'yao'chang'shui'che 药场水车
'yao'ge'hai'hai'yu 妖歌海海域
'yao'hong'hua'de'ye'zi 妖红花的叶子
'yao'huo 妖火
'yao'huo'ke'la'ken 妖祸克拉肯
'yao'huo'yu 妖祸鱼
'yao'jing'bi'deng 妖精壁灯
'yao'jing'can'zhuo 妖精餐桌
'yao'jing'chu'gui 妖精橱柜
'yao'jing'fang'zhuo 妖精方桌
'yao'jing'gui'tai 妖精柜台
'yao'jing'hua'ping 妖精花瓶
'yao'jing'juan'bu 妖精绢布
'yao'jing'jun'mao 妖精菌帽
'yao'jing'ling 妖精领
'yao'jing'ling'shao'bing 妖精领哨兵
'yao'jing'ling'tu'ying 妖精领秃鹰
'yao'jing'ling'xi'gu 妖精领溪谷
'yao'jing'lv'ran'ji 妖精绿染剂
'yao'jing'ping'feng 妖精屏风
'yao'jing'shu'gui 妖精书柜
'yao'jing'wa'wa 妖精娃娃
'yao'jing'xiao'quan 妖精小犬
'yao'jing'yi'long 妖精翼龙
'yao'jing'zan'liu'di 妖精暂留地
'yao'jing'zuo'yi 妖精座椅
'yao'lan'shu 摇篮树
'yao'ling 妖灵
'yao'ling'wang'ti'tan'ni'ya 妖灵王缇坦妮雅
'yao'yi'zhi'xue 妖异之血
'ye'chan'chu 夜蟾蜍
'ye'da'yao 叶大妖
'ye'gang'ding 夜钢锭
'ye'guang'ling'sha 夜光灵砂
'ye'hai'long 叶海龙
'ye'huo'zhan'fu 业火战斧
'ye'ji'zhi'yu 野鸡之羽
'ye'li 野鲤
'ye'lu 夜露
'ye'ma'ji'chuan'shou 野马级船首
'ye'ma'ji'chuan'ti 野马级船体
'ye'ma'ji'chuan'wei 野马级船尾
'ye'ma'ji'qi'nang 野马级气囊
'ye'mai'shui'xi 叶脉水系
'ye'man'dao'long'de'cu'pi 野蛮盗龙的粗皮
'ye'man'dao'long'ge 野蛮盗龙革
'ye'man'ju'fu 野蛮巨斧
'ye'niu'nai 野牛奶
'ye'sheng'ju'e 野生巨鳄
'ye'sheng'mao'di'huang 野生毛地黄
'ye'sheng'xin'shu 野生新薯
'ye'tai'huo'yan 液态火焰
'ye'tie'kuang 夜铁矿
'ye'xiang'jiao'de'miao 野香蕉的苗
'ye'xiao'yao'yao 叶小妖妖
'ye'xing'gang'quan 野性钢拳
'ye'yan'zong'ran'ji 页岩棕染剂
'ye'yang'cong 野洋葱
'ye'yi'yu'long 夜翼鱼龙
'ye'yu'cai'pi'dao 业余裁皮刀
'ye'yu'chang'xue 业余长靴
'ye'yu'chu'dao 业余厨刀
'ye'yu'cuo'dao 业余锉刀
'ye'yu'diao'gan 业余钓竿
'ye'yu'diao'jin'chui 业余雕金锤
'ye'yu'dou'mao 业余兜帽
'ye'yu'fang'che 业余纺车
'ye'yu'feng'zhen 业余缝针
'ye'yu'gong'zuo'kan'jian 业余工作坎肩
'ye'yu'gong'zuo'ku 业余工作裤
'ye'yu'he'zui'chu 业余鹤嘴锄
'ye'yu'heng'tou'chui 业余横头锤
'ye'yu'hou'pao 业余厚袍
'ye'yu'ma'ku 业余马裤
'ye'yu'nai're'shou'tao 业余耐热手套
'ye'yu'ping'di'guo 业余平底锅
'ye'yu'ping'zhan 业余平斩
'ye'yu'sha'lun'ji 业余砂轮机
'ye'yu'shou'fu 业余手斧
'ye'yu'shou'ju 业余手锯
'ye'yu'shou'qian 业余手钳
'ye'yu'tou'jia 业余头甲
'ye'yu'wu'ling'chen'shan 业余无领衬衫
'ye'yu'ya'zui'xue 业余鸭嘴靴
'ye'yu'yan'bo 业余研钵
'ye'yu'yang'jiao'chui 业余羊角锤
'ye'yu'zheng'liu'qi 业余蒸馏器
'ye'yu'zhu'jia'chui 业余铸甲锤
'ye'yuan'tian'cai 野园甜菜
'ye'yuan'tian'cai'tang 野园甜菜糖
'ye'zhan'yi'yuan 野战医院
'ye'zhan'zhi'liao'zhi'zhen 野战治疗之阵
'ye'zhu'de'cu'pi 野猪的粗皮
'ye'zhu'ge 野猪革
'ye'zhu'ge'ban'zhi'hu'shou 野猪革半指护手
'ye'zhu'ge'bing'hua'shou'gu 野猪革冰华手箍
'ye'zhu'ge'chang'xue 野猪革长靴
'ye'zhu'ge'da'di'ban'zhi'hu'shou 野猪革大地半指护手
'ye'zhu'ge'da'di'jian'tou'xue 野猪革大地尖头靴
'ye'zhu'ge'da'di'shou'huan 野猪革大地手环
'ye'zhu'ge'duan'qun 野猪革短裙
'ye'zhu'ge'feng'hua'shou'gu 野猪革风华手箍
'ye'zhu'ge'ge'dou'fu 野猪革格斗服
'ye'zhu'ge'gong'ju'yao'dai 野猪革工具腰带
'ye'zhu'ge'gong'zuo'xue 野猪革工作靴
'ye'zhu'ge'huo'hua'shou'gu 野猪革火华手箍
'ye'zhu'ge'ji'xi'ku 野猪革及膝裤
'ye'zhu'ge'jian'tou'xue 野猪革尖头靴
'ye'zhu'ge'jie'kou'yao'dai 野猪革结扣腰带
'ye'zhu'ge'kui'mao 野猪革盔帽
'ye'zhu'ge'lei'hua'shou'gu 野猪革雷华手箍
'ye'zhu'ge'ma'ku 野猪革马裤
'ye'zhu'ge'mu'yang'yao'dai 野猪革牧羊腰带
'ye'zhu'ge'nai're'shou'tao 野猪革耐热手套
'ye'zhu'ge'pi'dai 野猪革皮带
'ye'zhu'ge'pi'yi 野猪革皮衣
'ye'zhu'ge'san'jiao'ku 野猪革三角裤
'ye'zhu'ge'sheng'cun'yao'dai 野猪革生存腰带
'ye'zhu'ge'shou'gu 野猪革手箍
'ye'zhu'ge'shou'huan 野猪革手环
'ye'zhu'ge'shou'lie'xue 野猪革狩猎靴
'ye'zhu'ge'shou'lie'yao'dai 野猪革狩猎腰带
'ye'zhu'ge'shui'hua'shou'gu 野猪革水华手箍
'ye'zhu'ge'tu'hua'shou'gu 野猪革土华手箍
'ye'zhu'ge'xiang'huan 野猪革项环
'ye'zhu'ge'ya'zui'xue 野猪革鸭嘴靴
'ye'zhu'ge'zhi'huan 野猪革指环
'ye'zhu'hu'quan 野猪护拳
'ye'zhu'you'zai 野猪幼崽
'yi'bei 贻贝
'yi'chai 异豺
'yi'chan'lu'xing'niao 遗产陆行鸟
'yi'ci'sha 异刺鲨
'yi'dian'ling'shi'xi'wang'le'yuan'gong'ming'zhi 伊甸零式希望乐园共鸣之
'yi'dian'ling'shi'xi'wang'le'yuan'jue'xing'zhi'zhang 伊甸零式希望乐园觉醒之章
'yi'dian'xi'wang'le'yuan'gong'ming'zhi'zhang 伊甸希望乐园共鸣之章
'yi'dian'xi'wang'le'yuan'jue'xing'zhi'zhang 伊甸希望乐园觉醒之章
'yi'er'sa'ba'de'ci'da'lu 伊尔萨巴德次大陆
'yi'er'sa'ba'de'da'lu 伊尔萨巴德大陆
'yi'fu'li'te 伊夫里特
'yi'fu'li'te 伊弗利特
'yi'fu'li'te'bi'deng 伊弗利特壁灯
'yi'fu'li'te'jian'ji'zhan 伊弗利特歼殛战
'yi'fu'li'te'jian'mie'zhan 伊弗利特歼灭战
'yi'fu'li'te'mo'jiao 伊弗利特魔角
'yi'fu'li'te'tao'fa'zhan 伊弗利特讨伐战
'yi'fu'li'te'zhi'jiao 伊弗利特之角
'yi'fu'li'te'zhi'xing 伊弗利特之形
'yi'ji 医济
'yi'jia'zhi'mu 一家之母
'yi'jiang'chang'xue 衣匠长靴
'yi'jiang'gao'li'mao 衣匠高礼帽
'yi'jiang'ruan'jia'ku 衣匠软甲裤
'yi'jiang'shou'tao 衣匠手套
'yi'jiang'yan'wei'fu 衣匠燕尾服
'yi'jiao 翼胶
'yi'jie'yi'gou'xi'er'ke'si'luan'jing'ta 异界遗构希尔科斯孪晶塔
'yi'ka'luo'si'zhi'yi 伊卡洛斯之翼
'yi'ke'xi'weng 伊克西翁
'yi'ke'xi'weng'wan'ou 伊克西翁玩偶
'yi'kou'xiao'guo'dong 一口小果冻
'yi'la'si'mo'long 依拉丝莫龙
'yi'li'mo'jing'shi 意力魔晶石
'yi'li'zhi'mi'yao 意力之秘药
'yi'li'zhi'miao'yao 意力之妙药
'yi'li'zhi'yao 意力之药
'yi'ren'jie 异人街
'yi'sai'le 伊塞勒
'yi'shang 易伤
'yi'shi'kuo'yu 蚁狮蛞蝓
'yi'shou'long 翼手龙
'yi'shou'long'ge 翼手龙革
'yi'shou'long'ge'xi'sheng 翼手龙革细绳
'yi'shu 医术
'yi'shu'cai'hong 一束彩虹
'yi'shu'yu 艺术鱼
'yi'shuang'lei 遗孀泪
'yi'shui'ling'sha 一水灵砂
'yi'suan 蚁酸
'yi'tai 以太
'yi'tai'an'ding'ban 以太安定板
'yi'tai'bu 以太步
'yi'tai'chao'liu 以太超流
'yi'tai'fu'zhi 以太复制
'yi'tai'hai'long 以太海龙
'yi'tai'shi 以太虱
'yi'tai'yao 以太药
'yi'tai'zhi'guang'guang'chang 以太之光广场
'yi'tai'zhi'huan 以太指环
'yi'tai'zhi'yan 以太之眼
'yi'wang'lv'zhou 遗忘绿洲
'yi'wen'zi 一文字
'yi'wo'en'wan'ou 伊沃恩玩偶
'yi'xi 翼蜥
'yi'xing 壹型
'yi'xiu'jia'de 伊修加德
'yi'xiu'jia'de'da'yun'hai 伊修加德大云海
'yi'xiu'jia'de'ning'meng 伊修加德柠檬
'yi'yan'huan'yan 以眼还眼
'yi'zhi 医治
'yi'zi 谊资
'yin'bao 音爆
'yin'bi'yu 银币鱼
'yin'bo 银箔
'yin'fen 银粉
'yin'gou'yan'shu 阴沟鼹鼠
'yin'hui'li 银灰鲤
'yin'jing'bei 银镜贝
'yin'jing'yu 银镜鱼
'yin'jun 银君
'yin'kuang 银矿
'yin'lei'hu'bei'an 银泪湖北岸
'yin'mi'gang 隐秘港
'yin'mi'pu'bu 隐秘瀑布
'yin'nian 银鲶
'yin'qie'mu'cai 印茄木材
'yin'qie'yuan'mu 印茄原木
'yin'sha 银沙
'yin'sha 银鲨
'yin'sha'yu 隐沙鱼
'yin'shan'que'er 银山雀儿
'yin'si'zhi'jin 银丝织锦
'yin'xiao'you 阴小幽
'yin'ya 银牙
'yin'yang'de'pi'mo 阴阳的皮膜
'yin'ying'lan'ran'ji 阴影蓝染剂
'yin'you'shi'ren 吟游诗人
'yin'yu 银鱼
'yin'yu'ji'qian'shui'ting 鮣鱼级潜水艇
'yin'yuan 引螈
'yin'yun'zhan'fu 阴云战斧
'yin'zhe'an 隐者庵
'yin'zhe'feng'mao 隐者风帽
'yin'zhe'xie 隐者蟹
'ying'bei 樱贝
'ying'chun'yu 迎春鱼
'ying'chun'yu'de'you'yu 迎春鱼的幼鱼
'ying'gang'ding 硬钢锭
'ying'gang'kuai 硬钢块
'ying'ge 硬革
'ying'ge'ban'zhi'hu'shou 硬革半指护手
'ying'ge'bian'xie 硬革便鞋
'ying'ge'bian'xie'yao'bao 硬革便携腰包
'ying'ge'da'di'shou'huan 硬革大地手环
'ying'ge'gang'quan 硬革钢拳
'ying'ge'hu'bi 硬革护臂
'ying'ge'hu'quan 硬革护拳
'ying'ge'hu'wan 硬革护腕
'ying'ge'jian'tou'xue 硬革尖头靴
'ying'ge'jie'kou'yao'dai 硬革结扣腰带
'ying'ge'kui'mao 硬革盔帽
'ying'ge'lian'zhi'qing'shou'tao 硬革连指轻手套
'ying'ge'liang'xie 硬革凉鞋
'ying'ge'mo'dao'shu 硬革魔导书
'ying'ge'mu'yang'yao'dai 硬革牧羊腰带
'ying'ge'pi'dai 硬革皮带
'ying'ge'pi'xue 硬革皮靴
'ying'ge'san'jiao'ku 硬革三角裤
'ying'ge'shang'ren'yao'bao 硬革商人腰包
'ying'ge'shou'gu 硬革手箍
'ying'ge'shou'huan 硬革手环
'ying'ge'shou'lie'yao'dai 硬革狩猎腰带
'ying'ge'tong'xue 硬革筒靴
'ying'ge'xiang'huan 硬革项环
'ying'ge'xiao'mao 硬革小帽
'ying'ge'yan'zhao 硬革眼罩
'ying'ge'zhan'dou'fu 硬革战斗服
'ying'ge'zhan'xue 硬革战靴
'ying'guang'chong 荧光虫
'ying'gui 樱鲑
'ying'hou 婴猴
'ying'hou'bo'he 婴猴薄荷
'ying'hua'nu'fang 樱花怒放
'ying'hua'yun'shan'mu'cai 硬化云杉木材
'ying'hua'zhang'mu'mu'cai 硬化樟木木材
'ying'huo'chong 萤火虫
'ying'huo'chong'chi'qiao 萤火虫翅鞘
'ying'jin'kuang 硬金矿
'ying'jin'sha 硬金沙
'ying'lie'ren'cao'bu 鹰猎人草布
'ying'lin'yu 硬鳞鱼
'ying'ling'xing'yan 硬灵性岩
'ying'mao'xie 硬毛蟹
'ying'ni'yan 硬泥岩
'ying'ni'yan'di'shi 硬泥岩砥石
'ying'qi'zhuang'bei'de'gai'liang'cai'liao 英骑装备的改良材料
'ying'quan'shi 硬拳石
'ying'shi 萤石
'ying'shi'er'zhui 萤石耳坠
'ying'shi'jie'zhi 萤石戒指
'ying'shi'shou'zhuo 萤石手镯
'ying'shi'tou'jing 萤石透镜
'ying'shi'xiang'huan 萤石项环
'ying'shi'yuan'shi 萤石原石
'ying'shui'lv'shi 硬水铝石
'ying'shui'lv'shi'yuan'shi 硬水铝石原石
'ying'tang'zao 硬糖藻
'ying'tao'fei'yu 樱桃鲱鱼
'ying'tao'zhi 樱桃枝
'ying'tou'zun 硬头鳟
'ying'wen'gou'yu 影纹狗鱼
'ying'wen'yuan'dun 鹰纹圆盾
'ying'wu'dan 鹦鹉蛋
'ying'wu'de'yu'mao 鹦鹉的羽毛
'ying'wu'luo 鹦鹉螺
'ying'yan 鹰眼
'ying'yan'sha 鹰眼砂
'ying'yan'shi 鹰眼石
'ying'yin'ding 硬银锭
'ying'yin'fu'mo'mo'shui 硬银附魔墨水
'ying'yin'kuai 硬银块
'ying'yin'kuang 硬银矿
'ying'yin'sha 硬银沙
'ying'zhi'guo 影之国
'ying'zun 樱鳟
'ying'zun'yu 樱鳟鱼
'yong'an'lu 永暗鲈
'yong'an'yu 永暗鱼
'yong'bing'xie 佣兵蟹
'yong'chang'mo'jing'shi 咏唱魔晶石
'yong'chao 勇巢
'yong'heng'chuan 永恒川
'yong'heng'jiu'jie 永恒旧街
'yong'heng'li 永恒鲤
'yong'heng'she'xian 永恒射线
'yong'heng'yan 永恒眼
'yong'jiang'men 勇将门
'yong'meng'lie'zhan 勇猛烈斩
'yong'shi'zhuang'bei'de'gai'liang'cai'liao 咏诗装备的改良材料
'yong'yan'sheng'shui 涌岩圣水
'yong'yuan'shao'nv'ting 永远少女亭
'yong'zhan'zhuang'bei'de'gai'liang'cai'liao 勇战装备的改良材料
'you'an'xia'hu 幽暗虾虎
'you'bi'qi'e 幼碧企鹅
'you'chai'mo'gu'li 邮差莫古力
'you'chai'mo'gu'li'wa'wa 邮差莫古力娃娃
'you'chao'bo'cai 油炒菠菜
'you'chao'ji'you'jun 油炒鸡油菌
'you'gan'lan 油橄榄
'you'gan'lan'you 油橄榄油
'you'jiu'ling'sha 悠久灵砂
'you'lei'ka 优雷卡
'you'lei'ka'yan'lan'yan 优雷卡盐蓝燕
'you'ling'sha 幽灵鲨
'you'ling'yang 幼羚羊
'you'ling'yu 幽灵鱼
'you'long'wan'ou 幼龙玩偶
'you'man 油鳗
'you'mo'bang 游末邦
'you'mo'bang'de'xiao'chou 游末邦的小丑
'you'mo'bang'hu'die'yu 游末邦蝴蝶鱼
'you'mo'lan'ran'ji 油墨蓝染剂
'you'mu'ban'cai 柚木板材
'you'mu'mu'cai 柚木木材
'you'mu'yuan'mu 柚木原木
'you'mu'zhi 柚木枝
'you'nian'xiong'ling'yang 幼年雄羚羊
'you'ti'shu'jing 幼体树精
'you'xian'de'mei'de 有限的美德
'you'xiao'xian'ren'zhang 幼小仙人掌
'you'xing'fen'mi'wu 油性分泌物
'you'xing'lu'xing'niao 游行陆行鸟
'you'ye'shen'wei 幽夜神威
'you'yu'zi'ran'ji 忧郁紫染剂
'you'zhi'de'teng'wan 优质的藤蔓
'you'zhi'de'ying'lin'yu 优质的硬鳞鱼
'you'zhi'jian'guo 釉质坚果
'you'zhi'man 油脂鳗
'you'zhi'yun'shan'zhi 优质云杉枝
'you'zhu'de'cu'pi 疣猪的粗皮
'you'zhu'tou'lie'zhe 疣猪偷猎者
'you'zhu'xiao'zi 疣猪小子
'yu'bing'mi'yao 御冰秘药
'yu'bing'miao'yao 御冰妙药
'yu'chou 玉绸
'yu'chuang'mu'mu'cai 愈疮木木材
'yu'chuang'mu'yuan'mu 愈疮木原木
'yu'cun 渔村
'yu'da'shu 鱼大叔
'yu'dai'fu 鱼大夫
'yu'dao 御道
'yu'feng'mi'yao 御风秘药
'yu'feng'miao'yao 御风妙药
'yu'gang'ding 玉钢锭
'yu'gao 鱼糕
'yu'gao'tang 鱼高汤
'yu'ge'la'mu'gui'yu 宇格拉姆鲑鱼
'yu'ge'la'mu'he 宇格拉姆河
'yu'huo'mi'yao 御火秘药
'yu'huo'miao'yao 御火妙药
'yu'jian 玉茧
'yu'jian 预见
'yu'jiao 鱼胶
'yu'lei'mi'yao 御雷秘药
'yu'lei'miao'yao 御雷妙药
'yu'li'ang're'an'ying 于里昂热暗影
'yu'li'ang're'ao'ju'lei 于里昂热奥居雷
'yu'liao 愈疗
'yu'long 鱼龙
'yu'mao'ni'er 羽毛拟饵
'yu'mi'fen 玉米粉
'yu'mi'huang'ran'ji 玉米黄染剂
'yu'mi'mian'bao 玉米面包
'yu'mu'ban'cai 榆木板材
'yu'mu'chang'gong 榆木长弓
'yu'mu'diao'gan 榆木钓竿
'yu'mu'fang'che 榆木纺车
'yu'mu'mu'cai 榆木木材
'yu'mu'mu'xie 榆木木鞋
'yu'mu'mu'zhang 榆木木杖
'yu'mu'shi'ren'bang 榆木石刃棒
'yu'mu'shou'zhang 榆木手杖
'yu'mu'yuan'mu 榆木原木
'yu'ni'tiao'yu 淤泥跳鱼
'yu'ren 鱼人
'yu'ren'jun'zhen'ying 鱼人军阵营
'yu'ren'wan'ou 鱼人玩偶
'yu'ren'xiu'xian'ku 渔人休闲裤
'yu'ren'xiu'xian'mao 渔人休闲帽
'yu'ren'xiu'xian'shan 渔人休闲衫
'yu'ren'xiu'xian'xue 渔人休闲靴
'yu'sha 羽纱
'yu'shi 渔师
'yu'shu'zhi 榆树枝
'yu'shui'mi'yao 御水秘药
'yu'shui'miao'yao 御水妙药
'yu'si 玉丝
'yu'tu'mi'yao 御土秘药
'yu'tu'miao'yao 御土妙药
'yu'xi'ji'luo'shui'tan'cun 遇袭集落水滩村
'yu'xue 浴血
'yu'yan'ta'zhi'min'di 雨燕塔殖民地
'yu'yi'mei'ren 羽衣美人
'yu'you 鱼油
'yu'yu 渔鱼
'yu'zhe'pu'bu 愚者瀑布
'yu'zhi'gai 狱之盖
'yu'zu'an'kang 狱卒鮟鱇
'yu'zu'yu 狱卒鱼
'yuan'bang 圆蚌
'yuan'bei 愿贝
'yuan'chi'yan'yu 圆翅燕鱼
'yuan'chu'da'di 原初大地
'yuan'dong'zhi'guo 远东之国
'yuan'dun 圆盾
'yuan'fu'xia 怨妇虾
'yuan'jia'chong 圆甲虫
'yuan'jia'chong'chi'qiao 圆甲虫翅鞘
'yuan'shan'bei 圆扇贝
'yuan'xing'luo'pu'ken 原型洛浦肯
'yuan'xing'yun'shu'qi 原型运输器
'yuan'yi'gong 园艺工
'yuan'yi'shi 园艺师
'yuan'zhuo'lie'ying 圆桌猎鹰
'yuan'zhuo'qi'shi'huan'xiang'jian'mie'zhan 圆桌骑士幻想歼灭战
'yuan'zhuo'qi'shi'jian'mie'zhan 圆桌骑士歼灭战
'yue'chang'shi 月长石
'yue'di'da'zhuang'ju'ren 月滴打桩巨人
'yue'di'dong 月滴洞
'yue'die'bei 月蝶贝
'yue'du 月读
'yue'du'chou'duan 月读绸缎
'yue'du'jian'mie'zhan 月读歼灭战
'yue'du'you'ye'jian'mie'zhan 月读幽夜歼灭战
'yue'du'zhi'xing 月读之形
'yue'dun'xue'ji 月遁血祭
'yue'guang'si 月光丝
'yue'gui 月桂
'yue'gui'guan'gu'pu'xing'xing 月桂冠古菩猩猩
'yue'liang'zhi'min 月亮之民
'yue'lun 月轮
'yue'shen'de'ai'chong 月神的爱宠
'yue'shen'en'hui 月神恩惠
'yue'shen'sha'mo'bei'duan 月神沙漠北端
'yue'shen'shi'zhe 月神使者
'yue'shen'zhi'jia'bei 月神指甲贝
'yue'ya'cong 月芽丛
'yue'ya'wan 月牙湾
'yue'yao'shi 月曜石
'yue'zhi'di 月之笛
'yue'zhi'mu'lian 月之幕帘
'yun'bu 云布
'yun'gu 云菇
'yun'guan'hu'ji'sheng 云冠槲寄生
'yun'guan'qun'dao 云冠群岛
'yun'guan'xiang'cao 云冠香草
'yun'guan'zun 云冠鳟
'yun'gui 陨龟
'yun'hai'hong'shan'hu 云海红珊瑚
'yun'hai'hu'die'luo 云海蝴蝶螺
'yun'hai'xiang'guo 云海橡果
'yun'hai'xiang'jiao 云海香蕉
'yun'hai'yang'cong 云海洋葱
'yun'keng'ju'xiang 陨坑巨像
'yun'mian 云棉
'yun'qi 运气
'yun'shan'ban'cai 云杉板材
'yun'shan'he'ban 云杉合板
'yun'shan'mu'cai 云杉木材
'yun'shan'mu'xie 云杉木鞋
'yun'shan'yuan'dun 云杉圆盾
'yun'shan'yuan'mu 云杉原木
'yun'shan'zhi 云杉枝
'yun'shang'qi'shi 云上骑士
'yun'shi 陨石
'yun'shi'bei'yin'di 陨石背阴地
'yun'shi'liu'xing 陨石流星
'yun'shi'xing'cun'zhe 陨石幸存者
'yun'shui'mu 云水母
'yun'xiang 芸香
'yun'yin'ding 云银锭
'yun'yin'kuang 云银矿
'yun'yu 云鱼
'za'huo'wu 杂货屋
'zai'sheng'shu 再生术
'zai'xing 灾星
'zan'de 赞德
'zan'la'ke 赞拉克
'zan'la'ke'ce'yi'zhen 赞拉克侧翼阵
'zan'la'ke'ji'chang 赞拉克祭场
'zao'shuang'ding 早霜顶
'zao'xie'xie 藻屑蟹
'ze'er'ma'xi'gu 泽尔玛溪谷
'ze'mei'er'fan'qie 泽梅尔番茄
'ze'mei'er'yao'sai 泽梅尔要塞
'zha'er'ai'la 扎尔艾拉
'zha'er'shen'ci 扎尔神祠
'zha'er'zhi'men 扎尔之门
'zhan'bao 战豹
'zhan'dou 战斗
'zhan'hu 战虎
'zhan'ji'mo'jing'shi 战技魔晶石
'zhan'jian'yu 战舰鱼
'zhan'li 战栗
'zhan'ma'yu 斩马鱼
'zhan'shen'gang 战神钢
'zhan'shen'sha 战神沙
'zhan'shi 战士
'zhan'shi 战狮
'zhan'shi'xi 战士系
'zhan'shui 湛水
'zhan'xing'shu'shi 占星术士
'zhan'xiong 战熊
'zhan'zheng'lie'ying 战争猎鹰
'zhan'zheng'shen'gou'yu 战争神狗鱼
'zhan'zi 战姿
'zhang'li 瘴疠
'zhang'man'sheng'tai'de'shi'dao 长满生苔的石刀
'zhang'man'sheng'tai'de'shi'pan 长满生苔的石盘
'zhang'man'sheng'tai'de'shi'qiang 长满生苔的石枪
'zhang'man'tai'xian'de'shi'bang 长满苔藓的石棒
'zhang'man'tai'xian'de'shi'fu 长满苔藓的石斧
'zhang'man'tai'xian'de'shi'gong 长满苔藓的石弓
'zhang'man'tai'xian'de'shi'jian 长满苔藓的石剑
'zhang'man'tai'xian'de'shi'pian 长满苔藓的石片
'zhang'man'tai'xian'de'shi'qiang 长满苔藓的石枪
'zhang'man'tai'xian'de'shi'zhang 长满苔藓的石杖
'zhang'man'tai'xian'de'shi'zhua 长满苔藓的石爪
'zhang'mu'gu'shu 樟木古树
'zhang'mu'mu'cai 樟木木材
'zhang'mu'yuan'mu 樟木原木
'zhang'mu'zhi 樟木枝
'zhang'nao 樟脑
'zhang'qi 瘴气
'zhang'wo 掌握
'zhao'e'huang'dao 招恶荒岛
'zhao'huan 召唤
'zhao'huan'shi 召唤师
'zhao'huan'zhi'ling 召唤指令
'zhao'lei'ju'she 招雷巨蛇
'zhao'lu 沼鯥
'zhao'ming'xi'tong 照明系统
'zhao'ri'tian'nv 朝日天女
'zhao'wu'zhuang'bei'de'gai'liang'cai'liao 昭武装备的改良材料
'zhao'yang'sa'si'bu'lu'tu'si 朝阳萨斯布鲁图斯
'zhao'yu'wang 招雨王
'zhao'ze'lv'ran'ji 沼泽绿染剂
'zhao'ze'mang'tou'xie 沼泽盲头蟹
'zhao'ze'shu'wei'cao 沼泽鼠尾草
'zhe'dao'bei 折刀贝
'zhe'luo'yu 哲罗鱼
'zhe'xue'gu'she'yu 哲学骨舌鱼
'zhen'bi'long 真鼻龙
'zhen'cang'liao'jiu 珍藏料酒
'zhen'fen 振奋
'zhen'guang'ceng'ju'gu'she'yu 真光层巨骨舌鱼
'zhen'jiao 震脚
'zhen'lei 震雷
'zhen'lei'yu 震雷鱼
'zhen'long'hei'yao'shi 真龙黑曜石
'zhen'ma 真麻
'zhen'ma'bu 真麻布
'zhen'sha'sha'tie 真沙沙铁
'zhen'shi'jiu 真狮鹫
'zhen'shi'jiu'de'cu'pi 真狮鹫的粗皮
'zhen'shi'jiu'ge 真狮鹫革
'zhen'wang'fa'shi 阵亡法师
'zhen'wang'shou'wei 阵亡守卫
'zhen'wang'wu'shi 阵亡巫师
'zhen'yan 真言
'zhen'yan 针鼹
'zhen'yan'shu'de'ci 针鼹鼠的刺
'zhen'zhu'kui 珍珠葵
