'an'bao'mi'zhuan'li'shen'qing'chu'li 按保密专利申请处理
'zhuan'li'shen'cha'yuan 专利审查员
'zhuan'li'shen'cha'zhi'nan 专利审查指南
'zhuan'li'shen'pi'biao'zhun 专利审批标准
'zhuan'li'shen'pi'cheng'xu 专利审批程序
'zhuan'li'shen'pi'zhi'du 专利审批制度
'zhuan'li'shen'qing 专利申请
'zhuan'li'shen'qing'bao'mi'shen'cha 专利申请保密审查
'zhuan'li'shen'qing'bao'mi'shen'cha'bao'pi'shu 专利申请保密审查报批书
'zhuan'li'shen'qing'bao'mi'shen'cha'fu'shen'bao'pi'shu 专利申请保密审查复审报批书
'zhuan'li'shen'qing'bu'shou'li 专利申请不受理
'zhuan'li'shen'qing'bu'shou'li'tong'zhi'shu 专利申请不受理通知书
'zhuan'li'shen'qing'cha'xun'dan 专利申请查询单
'zhuan'li'shen'qing'gong'kai'shuo'ming'shu 专利申请公开说明书
'zhuan'li'shen'qing'hao 专利申请号
'zhuan'li'shen'qing'hao'biao'zhun 专利申请号标准
'zhuan'li'shen'qing'jie'mi'shen'cha'bao'pi'shu 专利申请解密审查报批书
'zhuan'li'shen'qing'liang 专利申请量
'zhuan'li'shen'qing'quan 专利申请权
'zhuan'li'shen'qing'quan'gui'shu 专利申请权归属
'zhuan'li'shen'qing'quan'gui'shu'jiu'fen 专利申请权归属纠纷
'zhuan'li'shen'qing'quan'zhuan'rang'he'tong 专利申请权转让合同
'zhuan'li'shen'qing'ren'he'zhuan'li'quan'ren'dan'wei'dai'ma'biao'zhun 专利申请人和专利权人单位代码标准
'zhuan'li'shen'qing'ri 专利申请日
'zhuan'li'shen'qing'shou'li 专利申请受理
'zhuan'li'shen'qing'shou'li'tong'zhi'shu 专利申请受理通知书
'zhuan'li'shen'qing'shou'xu 专利申请手续
'zhuan'li'shen'qing'wen'dang 专利申请文档
'zhuan'li'shen'qing'wen'jian 专利申请文件
'zhuan'li'shen'qing'wen'jian'bu'shou'li'tong'zhi'shu 专利申请文件不受理通知书
'zhuan'li'shen'qing'yi'jiao'guo'fang'zhuan'li'ju'tong'zhi'shu 专利申请移交国防专利局通知书
'zhuan'li'shi'shi 专利实施
'zhuan'li'shi'shi'qiang'zhi'xu'ke'ban'fa 专利实施强制许可办法
'zhuan'li'shi'shi'xu'ke 专利实施许可
'zhuan'li'shi'shi'xu'ke'he'tong 专利实施许可合同
'zhuan'li'shi'shi'xu'ke'he'tong'bei'an'guan'li'ban'fa 专利实施许可合同备案管理办法
'zhuan'li'shi'wu 专利事务
'zhuan'li'shi'wu'suo 专利事务所
'zhuan'li'shi'ye 专利事业
'zhuan'li'shi'yi 专利事宜
'zhuan'li'shi'yong'fei 专利使用费
'zhuan'li'shou'fei'biao'zhun 专利收费标准
'zhuan'li'shou'fei'tui'kuan'tong'zhi'dan 专利收费退款通知单
'zhuan'li'shou'quan'gong'gao 专利授权公告
'zhuan'li'shou'quan'gong'gao'shuo'ming'shu 专利授权公告说明书
'zhuan'li'shou'quan'liang 专利授权量
'zhuan'li'shu'yu 专利术语
'zhuan'li'shuo'ming'shu 专利说明书
'zhuan'li'su'song 专利诉讼
'zhuan'li'suo'yin 专利索引
'zhuan'li'wen'jian 专利文件
'zhuan'li'wen'xian 专利文献
'zhuan'li'wen'xian'biao'shi 专利文献标识
'zhuan'li'wen'xian'geng'zheng'xin'xi 专利文献更正信息
'zhuan'li'wen'xian'hao 专利文献号
'zhuan'li'wen'xian'hao'biao'zhun 专利文献号标准
'zhuan'li'wen'xian'jian'suo 专利文献检索
'zhuan'li'wen'xian'ku 专利文献库
'zhuan'li'wen'xian'ming'cheng 专利文献名称
'zhuan'li'wen'xian'shu'ju'ku 专利文献数据库
'zhuan'li'wen'xian'zhong'lei 专利文献种类
'zhuan'li'wen'xian'zhong'lei'biao'zhi'dai'ma 专利文献种类标识代码
'zhuan'li'wen'xian'zhong'lei'biao'zhi'dai'ma'biao'zhun 专利文献种类标识代码标准
'zhuan'li'wen'xian'zhu'lu'xiang'mu'biao'zhun 专利文献著录项目标准
'zhuan'li'wen'zhai 专利文摘
'zhuan'li'wu'xiao 专利无效
'zhuan'li'wu'xiao'an 专利无效案
'zhuan'li'wu'xiao'an'jian 专利无效案件
'zhuan'li'wu'xiao'cheng'xu 专利无效程序
'zhuan'li'xin'xi 专利信息
'zhuan'li'xin'xi'tong'ji'shu'ju'xiang 专利信息统计数据项
'zhuan'li'xin'xi'tong'ji'shu'ju'xiang'biao'zhun 专利信息统计数据项标准
'zhuan'li'xin'xi'tong'ji'zhi'biao 专利信息统计指标
'zhuan'li'xin'xi'zhong'xin 专利信息中心
'zhuan'li'xing 专利性
'zhuan'li'xing'guo'ji'chu'bu'bao'gao 专利性国际初步报告
'zhuan'li'xing'guo'ji'chu'bu'bao'gao'fu'jian 专利性国际初步报告附件
'zhuan'li'xing'guo'ji'chu'bu'shen'cha'bao'gao 专利性国际初步审查报告
'zhuan'li'xing'guo'ji'chu'bu'shen'cha'bao'gao'fu'jian 专利性国际初步审查报告附件
'zhuan'li'xing'guo'ji'chu'shen'bao'gao 专利性国际初审报告
'zhuan'li'xing'guo'ji'chu'shen'bao'gao'fu'jian 专利性国际初审报告附件
'zhuan'li'xing'tiao'jian 专利性条件
'zhuan'li'xing'zheng'bu'men 专利行政部门
'zhuan'li'xing'zheng'zhi'fa'ban'fa 专利行政执法办法
'zhuan'li'xu'ke 专利许可
'zhuan'li'xu'ke'fei 专利许可费
'zhuan'li'you'xiao'xing 专利有效性
'zhuan'li'zhan 专利战
'zhuan'li'zheng'shu 专利证书
'zhuan'li'zhi'du 专利制度
'zhuan'li'zhuan'rang 专利转让
'zhuan'li'zhuan'rang'fei 专利转让费
'zhuan'li'zu'zhi 专利组织
'zhuan'rang'fang 转让方
'zhuan'rang'fei 转让费
'zhuan'rang'he'tong 转让合同
'zhuan'rang'ren 转让人
'zhuan'rang'zheng'ming 转让证明
'zhuan'rang'zhuan'li 转让专利
'zhuan'song 转送
'zhuan'song'wen'jian 转送文件
'zhuan'song'wen'jian'tong'zhi'shu 转送文件通知书
'zhuan'wei'ke'xue'yan'jiu'he'shi'yan 专为科学研究和实验
'zhuan'wei'ke'xue'yan'jiu'he'shi'yan'er'shi'yong 专为科学研究和实验而使用
'zhuan'xie'fang'shi 撰写方式
'zhuan'xie'gui'ding 撰写规定
'zhuan'xie'shun'xu 撰写顺序
'zhuan'ye'wen'xian 专业文献
'zhuan'yong'fa'ming 转用发明
'zhuan'yong'quan 专用权
'zhuan'yong'shu'yu 专用术语
'zhuan'you'quan 专有权
'zhuang'ding'tiao 装订条
'zhuang'zhi'xian'ding 装置限定
'zhui'su'li 追溯力
'zhun'yu'che'hui'fu'yi'shen'qing'tong'zhi'shu 准于撤回复议申请通知书
'zi'ge'zheng'shu 资格证书
'zi'jin 紫金
'zi'jin'da'sha 紫金大厦
'zi'jin'shu'ma 紫金数码
'zi'jin'shu'ma'da'sha 紫金数码大厦
'zi'mian'han'yi 字面含义
'zi'ran'gui'lv 自然规律
'zi'ran'ren 自然人
'zi'ran'wu 自然物
'zi'ren 自认
'zi'shi'ji'bu'cun'zai 自始即不存在
'zi'xing 自行
'zi'xing'hui'bi 自行回避
'zi'xing'hui'fu 自行恢复
'zi'xing'hui'fu'you'guan'cheng'xu 自行恢复有关程序
'zi'xing'jin'xing'shen'cha 自行进行审查
'zi'xing'jin'xing'shi'zhi'shen'cha 自行进行实质审查
'zi'xing'xiu'gai 自行修改
'zi'yi 字义
'zi'yi'jie'shi 字义解释
'zi'you'chu'fen 自由处分
'zi'you'chu'fen'yuan'ze 自由处分原则
'zi'you'nei'rong 自由内容
'zi'you'xian'you'ji'shu 自由现有技术
'zi'you'xian'you'ji'shu'kang'bian'yuan'ze 自由现有技术抗辩原则
'zi'you'xin'zheng 自由心证
'zi'yuan'xu'ke 自愿许可
'zong'de'fa'ming'gou'si 总的发明构思
'zong'wei'tuo'shu 总委托书
'zu'cheng'bu'fen 组成部分
'zu'fen'han'liang 组分含量
'zu'he'fa'ming 组合发明
'zu'he'wu 组合物
'zu'he'wu'quan'li'yao'qiu 组合物权利要求
'zu'jian'chan'pin 组件产品
'zui'di'bao'hu'qi'xian 最低保护期限
'zui'di'wei'zhi 最低位置
'zui'di'wen'xian'liang 最低文献量
'zui'di'xian'du'wen'xian 最低限度文献
'zui'gao'ren'min'fa'yuan'guan'yu'dui'su'qian'ting'zhi'qin'fan'zhuan'li'quan'xing'wei'shi'yong'fa'lv'wen'ti'de'ruo'gan'gui'ding 最高人民法院关于对诉前停止侵犯专利权行为适用法律问题的若干规定
'zui'gao'ren'min'fa'yuan'guan'yu'shen'li'zhuan'li'jiu'fen'an'jian'shi'yong'fa'lv'wen'ti'de'ruo'gan'gui'ding 最高人民法院关于审理专利纠纷案件适用法律问题的若干规定
'zui'gao'ren'min'fa'yuan'zui'gao'ren'min'jian'cha'yuan'guan'yu'ban'li'qin'fan'zhi'shi'chan'quan'xing'shi'an'jian'ju'ti'ying'yong'fa'lv'ruo'gan'wen'ti'de'jie'shi 最高人民法院最高人民检察院关于办理侵犯知识产权刑事案件具体应用法律若干问题的解释
'zui'hou'wei'zhi 最后位置
'zui'hou'wei'zhi'gui'ze 最后位置规则
'zui'jia'dui'bi'wen'jian 最佳对比文件
'zui'jia'fang'shi 最佳方式
'zui'jie'jin'de'dui'bi'wen'jian 最接近的对比文件
'zui'jie'jin'de'xian'you'ji'shu 最接近的现有技术
'zui'xian'wei'zhi 最先位置
'zui'xian'wei'zhi'gui'ze 最先位置规则
'zui'zao'de'you'xian'quan'ri 最早的优先权日
'zui'zhong'jue'ding'tong'zhi'shu 最终决定通知书
'zuo'jin'yi'bu'xian'ding 作进一步限定
'zuo'kuo'da'jie'shi 作扩大解释
'zuo'kuo'da'xing'jie'shi 作扩大性解释
'zuo'shi'tu 左视图
'zuo'zheng 佐证
